SaleDate,ProductID,ProductCategory,SalesQuantity,SalesAmount,StoreLocation
2023-05-16,1216,Concentrates,15,160.84017448695818,Denver
2023-05-17,1300,Vape,32,176.1387652973309,Fort Collins
2023-05-18,1131,Vape,9,171.69071569147732,Fort Collins
2023-05-19,1803,Edibles,15,157.6688069966619,Denver
2023-05-20,1069,Flower,28,61.11992346101096,Denver
2023-05-21,1251,Edibles,24,164.25903227798017,Denver
2023-05-22,1414,Edibles,35,111.36091042219562,Colorado Springs
2023-05-23,1786,Topicals,22,20.023756818097254,Fort Collins
2023-05-24,1444,Topicals,27,96.8183814806673,Fort Collins
2023-05-25,1875,Edibles,19,189.01000423569872,Fort Collins
2023-05-26,1181,Edibles,45,178.69327644975502,Boulder
2023-05-27,1166,Edibles,12,29.43021338945205,Denver
2023-05-28,1090,Concentrates,20,151.38407028573033,Denver
2023-05-29,1713,Topicals,1,163.1006445320646,Denver
2023-05-30,1857,Edibles,21,61.563755764985316,Colorado Springs
2023-05-31,1530,Vape,49,99.60562844080754,Fort Collins
2023-06-01,1038,Vape,45,145.08770887809976,Denver
2023-06-02,1125,Concentrates,1,93.4178828760181,Colorado Springs
2023-06-03,1450,Concentrates,10,31.43141458464962,Denver
2023-06-04,1172,Flower,47,144.1176644895271,Boulder
2023-06-05,1652,Flower,32,183.21135104970767,Fort Collins
2023-06-06,1753,Flower,39,133.97209839716993,Colorado Springs
2023-06-07,1219,Concentrates,22,157.02214222811645,Denver
2023-06-08,1637,Concentrates,18,78.08888177498741,Fort Collins
2023-06-09,1057,Concentrates,48,44.80766657406062,Colorado Springs
2023-06-10,1659,Vape,46,132.1269957074756,Fort Collins
2023-06-11,1475,Concentrates,32,72.27652910983159,Fort Collins
2023-06-12,1455,Vape,27,173.41396860806063,Boulder
2023-06-13,1828,Flower,28,33.299329495821254,Fort Collins
2023-06-14,1894,Flower,18,92.35810294929351,Colorado Springs
2023-06-15,1360,Flower,39,85.37824408899331,Fort Collins
2023-06-16,1934,Edibles,49,188.23023217524664,Colorado Springs
2023-06-17,1000,Edibles,29,39.09561211483674,Fort Collins
2023-06-18,1386,Topicals,18,11.87089675228208,Denver
2023-06-19,1972,Topicals,44,55.23619043335234,Boulder
2023-06-20,1347,Topicals,8,165.85260335604434,Denver
2023-06-21,1189,Edibles,31,49.77114504893324,Boulder
2023-06-22,1504,Edibles,34,55.76683210404171,Colorado Springs
2023-06-23,1190,Topicals,7,34.68077286199405,Boulder
2023-06-24,1507,Topicals,36,145.9328786225427,Fort Collins
2023-06-25,1368,Concentrates,18,23.143096196029262,Fort Collins
2023-06-26,1408,Topicals,38,72.9295774424191,Denver
2023-06-27,1823,Concentrates,9,63.67475805798326,Boulder
2023-06-28,1928,Vape,9,115.48034866012942,Colorado Springs
2023-06-29,1933,Edibles,46,148.77909035374975,Colorado Springs
2023-06-30,1116,Topicals,8,111.24652259238201,Fort Collins
2023-07-01,1133,Edibles,35,186.89493866526286,Colorado Springs
2023-07-02,1057,Edibles,18,190.77410138859307,Fort Collins
2023-07-03,1555,Edibles,5,78.67841241471793,Fort Collins
2023-07-04,1684,Vape,14,157.75927149222963,Fort Collins
2023-07-05,1671,Flower,28,150.37226282095602,Denver
2023-07-06,1172,Topicals,30,179.6632724239172,Denver
2023-07-07,1828,Flower,4,95.10929163946362,Fort Collins
2023-07-08,1814,Flower,39,110.78990556758052,Fort Collins
2023-07-09,1148,Flower,20,88.99711958049906,Fort Collins
2023-07-10,1079,Edibles,25,171.57161466694407,Colorado Springs
2023-07-11,1885,Concentrates,28,53.64343991880553,Fort Collins
2023-07-12,1212,Edibles,12,55.54472486606449,Fort Collins
2023-07-13,1202,Edibles,2,80.79496967964515,Boulder
2023-07-14,1763,Flower,43,53.76513809944672,Boulder
2023-07-15,1228,Edibles,14,116.59129891883495,Boulder
2023-07-16,1675,Flower,22,35.55312023414544,Boulder
2023-07-17,1226,Concentrates,31,70.83538168677052,Fort Collins
2023-07-18,1658,Topicals,23,183.5544927103621,Boulder
2023-07-19,1531,Flower,48,87.75284123644123,Colorado Springs
2023-07-20,1440,Concentrates,20,152.16440613376676,Colorado Springs
2023-07-21,1401,Topicals,38,31.55781642424906,Boulder
2023-07-22,1046,Vape,4,57.03725654693908,Denver
2023-07-23,1232,Flower,15,163.39566802807002,Colorado Springs
2023-07-24,1304,Flower,24,154.96865789504187,Colorado Springs
2023-07-25,1525,Vape,25,83.36962453282602,Boulder
2023-07-26,1142,Vape,1,191.3354113863601,Boulder
2023-07-27,1414,Flower,7,183.02217300856364,Fort Collins
2023-07-28,1512,Vape,31,192.83714233132557,Colorado Springs
2023-07-29,1372,Edibles,12,91.30379113567922,Boulder
2023-07-30,1565,Topicals,42,47.519980900279776,Boulder
2023-07-31,1885,Topicals,5,129.06514142735477,Fort Collins
2023-08-01,1258,Topicals,44,140.1069000730477,Colorado Springs
2023-08-02,1655,Edibles,42,33.833939045598804,Boulder
2023-08-03,1470,Vape,38,159.43177651622213,Fort Collins
2023-08-04,1952,Concentrates,12,13.4314417543925,Boulder
2023-08-05,1970,Vape,39,101.71839362058884,Denver
2023-08-06,1011,Flower,18,72.89308930403003,Denver
2023-08-07,1329,Topicals,2,150.65758138082597,Boulder
2023-08-08,1735,Vape,10,69.42453821014503,Colorado Springs
2023-08-09,1783,Concentrates,15,167.09335142839623,Denver
2023-08-10,1967,Flower,30,123.04116286835401,Fort Collins
2023-08-11,1357,Edibles,44,160.83973873479368,Boulder
2023-08-12,1971,Edibles,17,197.9747211895285,Fort Collins
2023-08-13,1407,Concentrates,4,139.0400856912758,Denver
2023-08-14,1667,Flower,7,197.14056010871238,Colorado Springs
2023-08-15,1372,Topicals,41,15.478902115124015,Fort Collins
2023-08-16,1007,Vape,31,74.2465978119236,Denver
2023-08-17,1121,Flower,39,30.49212026683874,Denver
2023-08-18,1347,Edibles,34,59.83793696304352,Denver
2023-08-19,1675,Concentrates,6,169.38870083389713,Fort Collins
2023-08-20,1089,Concentrates,38,16.14142041195716,Denver
2023-08-21,1647,Vape,45,108.8347577891548,Boulder
2023-08-22,1697,Concentrates,34,117.75445443115086,Denver
2023-08-23,1315,Concentrates,44,116.61871786767166,Boulder
2023-08-24,1177,Flower,15,100.30644402641859,Colorado Springs
2023-08-25,1539,Topicals,14,160.21456330625352,Boulder
2023-08-26,1731,Vape,6,35.37318700605472,Colorado Springs
2023-08-27,1868,Flower,37,69.00963295464959,Colorado Springs
2023-08-28,1040,Topicals,32,126.98795015458282,Boulder
2023-08-29,1739,Flower,3,141.2807595909116,Colorado Springs
2023-08-30,1703,Flower,3,86.78820203764069,Boulder
2023-08-31,1922,Concentrates,22,176.3205400321743,Fort Collins
2023-09-01,1501,Topicals,22,88.94374537222373,Colorado Springs
2023-09-02,1958,Vape,10,86.52746552618329,Boulder
2023-09-03,1144,Vape,3,16.879379682603144,Colorado Springs
2023-09-04,1200,Topicals,12,114.71685387699942,Denver
2023-09-05,1928,Concentrates,29,144.64935931726197,Boulder
2023-09-06,1723,Edibles,48,31.74325106820114,Denver
2023-09-07,1460,Flower,17,68.03222555669547,Colorado Springs
2023-09-08,1731,Concentrates,7,158.4388212187419,Colorado Springs
2023-09-09,1751,Topicals,13,79.52469272857932,Fort Collins
2023-09-10,1924,Flower,2,55.90446778760758,Boulder
2023-09-11,1908,Vape,4,137.71812607737132,Denver
2023-09-12,1557,Edibles,10,47.38416775761457,Fort Collins
2023-09-13,1546,Vape,39,180.1740547208036,Colorado Springs
2023-09-14,1252,Topicals,24,30.063695244966784,Colorado Springs
2023-09-15,1389,Flower,17,144.2444624337371,Fort Collins
2023-09-16,1593,Topicals,6,104.91425324441128,Denver
2023-09-17,1882,Flower,19,175.28661685542878,Colorado Springs
2023-09-18,1255,Concentrates,5,33.977067294984955,Colorado Springs
2023-09-19,1708,Edibles,32,138.80003451425668,Boulder
2023-09-20,1814,Concentrates,10,118.69038144446247,Fort Collins
2023-09-21,1920,Concentrates,9,101.21712702560882,Colorado Springs
2023-09-22,1449,Topicals,27,103.367380052207,Denver
2023-09-23,1009,Edibles,13,147.17562274172084,Boulder
2023-09-24,1823,Flower,19,188.1709144376162,Fort Collins
2023-09-25,1797,Flower,21,27.337815232619135,Denver
2023-09-26,1241,Vape,24,13.705503045998844,Colorado Springs
2023-09-27,1250,Flower,38,163.08391057142867,Fort Collins
2023-09-28,1876,Topicals,4,30.552183634644273,Fort Collins
2023-09-29,1004,Concentrates,24,197.4723912552805,Denver
2023-09-30,1118,Concentrates,35,127.67616730217907,Fort Collins
2023-10-01,1800,Concentrates,3,133.66461509828673,Denver
2023-10-02,1373,Edibles,4,47.789423558223305,Colorado Springs
2023-10-03,1064,Flower,37,55.659338956368146,Boulder
2023-10-04,1145,Topicals,40,135.27655758885754,Denver
2023-10-05,1223,Edibles,48,182.84809920749743,Boulder
2023-10-06,1238,Vape,35,196.65420535833766,Fort Collins
2023-10-07,1176,Topicals,31,47.6258798599078,Denver
2023-10-08,1778,Topicals,44,35.48272831486013,Colorado Springs
2023-10-09,1852,Topicals,25,20.71625797455019,Denver
2023-10-10,1281,Concentrates,40,174.9764334506523,Denver
2023-10-11,1062,Topicals,13,65.99582090272906,Denver
2023-10-12,1216,Flower,4,10.344286435157816,Boulder
2023-10-13,1853,Topicals,46,52.52543635072148,Boulder
2023-10-14,1826,Concentrates,14,74.6838052188895,Fort Collins
2023-10-15,1794,Topicals,13,198.2873722043702,Fort Collins
2023-10-16,1688,Vape,27,109.47290283284552,Fort Collins
2023-10-17,1460,Vape,6,48.895650043069246,Fort Collins
2023-10-18,1928,Concentrates,17,73.6154854955557,Denver
2023-10-19,1609,Flower,36,72.7584606358069,Boulder
2023-10-20,1104,Flower,40,13.747891828003343,Boulder
2023-10-21,1098,Edibles,49,35.684780292571716,Boulder
2023-10-22,1510,Concentrates,35,142.08732734361013,Boulder
2023-10-23,1384,Topicals,17,32.84768744843958,Fort Collins
2023-10-24,1404,Concentrates,41,53.83951255516257,Denver
2023-10-25,1822,Edibles,2,76.64008669681867,Boulder
2023-10-26,1517,Concentrates,13,153.9696394554358,Colorado Springs
2023-10-27,1475,Concentrates,2,120.65618332490857,Denver
2023-10-28,1976,Edibles,28,140.90999714782797,Colorado Springs
2023-10-29,1708,Flower,43,117.73234182983272,Denver
2023-10-30,1862,Topicals,26,139.88256079215512,Denver
2023-10-31,1644,Edibles,22,10.540009196154765,Denver
2023-11-01,1869,Vape,47,186.8706474305716,Colorado Springs
2023-11-02,1770,Flower,43,31.074843866213236,Boulder
2023-11-03,1436,Vape,3,87.18732823561191,Boulder
2023-11-04,1022,Flower,35,156.49729034652242,Colorado Springs
2023-11-05,1996,Topicals,12,92.69383642179055,Boulder
2023-11-06,1564,Topicals,24,189.900084816828,Fort Collins
2023-11-07,1676,Concentrates,5,98.84190021476569,Boulder
2023-11-08,1713,Vape,20,176.23848706450755,Fort Collins
2023-11-09,1457,Flower,39,164.05734153883148,Fort Collins
2023-11-10,1082,Topicals,39,196.3873975317498,Fort Collins
2023-11-11,1144,Edibles,13,186.04407834268534,Colorado Springs
2023-11-12,1084,Topicals,41,180.64352859544695,Boulder
2023-11-13,1077,Edibles,45,149.00482469869897,Boulder
2023-11-14,1456,Flower,12,79.72964798096194,Colorado Springs
2023-11-15,1877,Topicals,13,30.163829527331462,Colorado Springs
2023-11-16,1000,Topicals,10,140.8425599302341,Boulder
2023-11-17,1050,Flower,33,195.94427545421334,Colorado Springs
2023-11-18,1684,Topicals,40,148.0548430930551,Colorado Springs
2023-11-19,1716,Edibles,16,186.45858016269375,Fort Collins
2023-11-20,1771,Topicals,45,162.81789546154818,Colorado Springs
2023-11-21,1445,Vape,35,40.99178827216896,Fort Collins
2023-11-22,1448,Concentrates,3,57.34871641234459,Denver
2023-11-23,1880,Edibles,5,74.95446433484658,Fort Collins
2023-11-24,1487,Vape,26,41.96948442422078,Fort Collins
2023-11-25,1799,Flower,11,120.51375320787128,Colorado Springs
2023-11-26,1033,Edibles,7,195.33559958564075,Boulder
2023-11-27,1347,Concentrates,10,154.67717835287013,Denver
2023-11-28,1094,Concentrates,42,90.44348232281776,Denver
2023-11-29,1071,Flower,34,10.855851386254846,Denver
2023-11-30,1550,Flower,3,69.52244211625396,Boulder
2023-12-01,1153,Edibles,8,110.08426466152089,Denver
2023-12-02,1249,Topicals,31,71.60766603187442,Denver
2023-12-03,1673,Flower,11,31.09663537453331,Boulder
2023-12-04,1437,Topicals,45,94.12534180375997,Denver
2023-12-05,1117,Vape,7,58.11803522348608,Colorado Springs
2023-12-06,1770,Concentrates,45,182.75415152768528,Colorado Springs
2023-12-07,1890,Topicals,2,29.333360415192992,Fort Collins
2023-12-08,1305,Concentrates,6,19.33899945769497,Fort Collins
2023-12-09,1267,Topicals,41,11.00969213942379,Fort Collins
2023-12-10,1960,Vape,32,72.33324005227497,Colorado Springs
2023-12-11,1053,Flower,20,135.47349925816883,Colorado Springs
2023-12-12,1235,Vape,34,148.7786130475406,Colorado Springs
2023-12-13,1388,Flower,16,96.11971984252739,Fort Collins
2023-12-14,1989,Flower,25,140.02244358650069,Fort Collins
2023-12-15,1733,Concentrates,12,78.38366688091905,Fort Collins
2023-12-16,1762,Vape,7,136.8831817974572,Fort Collins
2023-12-17,1824,Topicals,39,17.713237207450945,Fort Collins
2023-12-18,1400,Vape,17,84.24306706773079,Fort Collins
2023-12-19,1623,Concentrates,45,160.26143875030405,Colorado Springs
2023-12-20,1766,Flower,11,162.57114578721024,Boulder
2023-12-21,1302,Concentrates,6,146.06826798638198,Boulder
2023-12-22,1918,Edibles,23,48.80533790827424,Fort Collins
2023-12-23,1206,Edibles,27,56.968972596820315,Boulder
2023-12-24,1228,Topicals,46,199.25685818025732,Boulder
2023-12-25,1852,Concentrates,6,29.64182136837238,Colorado Springs
2023-12-26,1909,Topicals,38,44.32591279145778,Fort Collins
2023-12-27,1577,Topicals,2,34.70498857352519,Fort Collins
2023-12-28,1074,Edibles,22,72.25444309988696,Boulder
2023-12-29,1434,Topicals,20,49.93340869444544,Fort Collins
2023-12-30,1102,Edibles,25,104.5607123140767,Fort Collins
2023-12-31,1421,Flower,15,100.44393430722278,Fort Collins
2023-01-01,1703,Concentrates,49,181.2860676957476,Fort Collins
2023-01-02,1763,Topicals,29,16.600590014508484,Boulder
2023-01-03,1737,Edibles,8,70.77711956687503,Denver
2023-01-04,1805,Vape,37,123.36499947944714,Boulder
2023-01-05,1305,Topicals,49,124.91233475035312,Colorado Springs
2023-01-06,1097,Flower,33,101.22398351269975,Denver
2023-01-07,1849,Flower,22,164.9764527547804,Denver
2023-01-08,1797,Vape,47,21.91721256874717,Denver
2023-01-09,1334,Edibles,5,164.94267546022581,Boulder
2023-01-10,1858,Topicals,39,104.00330568278369,Colorado Springs
2023-01-11,1434,Edibles,18,35.41453206463041,Boulder
2023-01-12,1446,Flower,38,178.28336357269075,Colorado Springs
2023-01-13,1993,Edibles,37,133.35346811278305,Boulder
2023-01-14,1307,Flower,30,41.07368049658646,Boulder
2023-01-15,1248,Edibles,31,16.393447445815056,Boulder
2023-01-16,1165,Vape,10,36.81083318320336,Denver
2023-01-17,1480,Concentrates,15,125.67161243427478,Boulder
2023-01-18,1983,Vape,42,44.06628469940921,Colorado Springs
2023-01-19,1334,Vape,48,52.89498422625534,Colorado Springs
2023-01-20,1541,Concentrates,44,14.776547893699695,Colorado Springs
2023-01-21,1758,Concentrates,18,147.35682772533468,Denver
2023-01-22,1105,Topicals,23,163.96923595429305,Boulder
2023-01-23,1562,Topicals,33,161.4011535867034,Boulder
2023-01-24,1080,Vape,16,34.23794875921401,Fort Collins
2023-01-25,1132,Vape,38,181.62721420386427,Denver
2023-01-26,1796,Flower,35,137.7329776000752,Colorado Springs
2023-01-27,1899,Flower,34,180.53043825160424,Colorado Springs
2023-01-28,1137,Topicals,28,94.96049586082609,Boulder
2023-01-29,1183,Topicals,2,93.02142360590257,Colorado Springs
2023-01-30,1400,Flower,30,159.0619385501301,Boulder
2023-01-31,1329,Flower,13,27.72659254058127,Boulder
2023-02-01,1784,Edibles,41,108.9660669606283,Fort Collins
2023-02-02,1507,Edibles,16,168.91300476993288,Denver
2023-02-03,1851,Flower,5,167.73658698321856,Boulder
2023-02-04,1983,Edibles,28,191.6652427050501,Boulder
2023-02-05,1068,Concentrates,39,142.67179277080385,Boulder
2023-02-06,1545,Topicals,45,49.476419593548385,Fort Collins
2023-02-07,1773,Topicals,20,13.853259829970355,Boulder
2023-02-08,1052,Flower,24,101.08900173914937,Denver
2023-02-09,1449,Vape,27,107.60373446828555,Denver
2023-02-10,1204,Flower,30,55.649891054796974,Colorado Springs
2023-02-11,1125,Edibles,45,33.692514953484604,Denver
2023-02-12,1746,Vape,27,121.3795515761967,Colorado Springs
2023-02-13,1042,Edibles,26,155.20857806458685,Denver
2023-02-14,1751,Concentrates,7,198.6992796821305,Colorado Springs
2023-02-15,1970,Edibles,42,154.0774972699985,Boulder
2023-02-16,1882,Concentrates,47,160.79015870856037,Fort Collins
2023-02-17,1110,Concentrates,38,127.12756686347151,Fort Collins
2023-02-18,1760,Edibles,5,197.32530520430336,Fort Collins
2023-02-19,1662,Edibles,23,131.5917131717684,Boulder
2023-02-20,1182,Concentrates,28,173.44812441594382,Fort Collins
2023-02-21,1847,Vape,34,189.69908278578157,Denver
2023-02-22,1094,Concentrates,15,186.6731150951066,Colorado Springs
2023-02-23,1970,Topicals,32,82.46891531883773,Boulder
2023-02-24,1373,Concentrates,26,24.945791079709146,Fort Collins
2023-02-25,1911,Vape,48,42.656003482456896,Denver
2023-02-26,1519,Topicals,31,21.25242802535542,Denver
2023-02-27,1899,Flower,19,30.025417617536608,Boulder
2023-02-28,1359,Flower,9,45.08373671980255,Boulder
2023-03-01,1899,Vape,29,74.80792015160633,Fort Collins
2023-03-02,1695,Concentrates,39,113.27253284926441,Colorado Springs
2023-03-03,1280,Edibles,4,145.21959127746635,Fort Collins
2023-03-04,1194,Vape,3,50.07619386023727,Fort Collins
2023-03-05,1863,Topicals,29,137.77925680524646,Boulder
2023-03-06,1194,Topicals,11,143.80922415545973,Fort Collins
2023-03-07,1666,Flower,33,116.138244004576,Fort Collins
2023-03-08,1092,Topicals,38,181.68739526175503,Colorado Springs
2023-03-09,1671,Vape,11,31.089014645144026,Denver
2023-03-10,1945,Topicals,27,43.653076944459706,Denver
2023-03-11,1060,Vape,33,91.44631663400212,Colorado Springs
2023-03-12,1633,Edibles,21,34.075419694505385,Denver
2023-03-13,1050,Flower,39,117.59626730757661,Fort Collins
2023-03-14,1402,Topicals,31,85.69608865579063,Colorado Springs
2023-03-15,1788,Vape,38,64.07320096182451,Colorado Springs
2023-03-16,1004,Concentrates,46,42.29806447335108,Boulder
2023-03-17,1465,Flower,2,73.71426528615996,Denver
2023-03-18,1603,Edibles,27,125.51227665814497,Boulder
2023-03-19,1681,Vape,36,119.3991900689882,Fort Collins
2023-03-20,1828,Edibles,11,41.088560039944426,Colorado Springs
2023-03-21,1533,Edibles,47,33.73476404072035,Fort Collins
2023-03-22,1404,Topicals,18,15.068584895685781,Denver
2023-03-23,1837,Topicals,1,12.360862820847132,Boulder
2023-03-24,1512,Vape,35,177.16398278674018,Denver
2023-03-25,1644,Concentrates,35,18.566882641024087,Fort Collins
2023-03-26,1232,Vape,31,148.9320108759168,Boulder
2023-03-27,1523,Concentrates,28,175.67716828654184,Denver
2023-03-28,1345,Edibles,39,28.63099122686694,Fort Collins
2023-03-29,1045,Flower,1,92.89727052827335,Denver
2023-03-30,1545,Vape,25,192.83756680311257,Colorado Springs
2023-03-31,1944,Vape,43,168.48634549948116,Boulder
2023-04-01,1077,Concentrates,38,103.04376605299245,Boulder
2023-04-02,1729,Edibles,20,154.88851143039506,Boulder
2023-04-03,1812,Edibles,3,168.34174864201614,Colorado Springs
2023-04-04,1922,Concentrates,2,76.12512300585666,Boulder
2023-04-05,1072,Edibles,18,179.50905420529256,Colorado Springs
2023-04-06,1793,Topicals,44,99.38993073865979,Boulder
2023-04-07,1248,Flower,10,110.28339907617769,Denver
2023-04-08,1046,Vape,5,199.9444511861479,Denver
2023-04-09,1120,Flower,9,170.22756356891065,Denver
2023-04-10,1213,Vape,2,78.7363010968662,Denver
2023-04-11,1238,Topicals,34,11.96566332981299,Colorado Springs
2023-04-12,1055,Edibles,38,128.97307402084,Fort Collins
2023-04-13,1349,Concentrates,31,143.74355096434047,Fort Collins
2023-04-14,1106,Topicals,10,133.65251112724212,Denver
2023-04-15,1830,Flower,12,193.89384672101048,Fort Collins
2023-04-16,1047,Concentrates,36,173.9644951931074,Fort Collins
2023-04-17,1572,Edibles,21,95.27802170432322,Boulder
2023-04-18,1336,Topicals,49,21.94292261975238,Colorado Springs
2023-04-19,1025,Concentrates,47,100.45116620537941,Denver
2023-04-20,1803,Topicals,6,140.9563637927844,Fort Collins
2023-04-21,1256,Topicals,48,125.46486356313088,Fort Collins
2023-04-22,1007,Edibles,49,112.24604286506812,Denver
2023-04-23,1624,Vape,3,99.07560202289585,Boulder
2023-04-24,1866,Concentrates,10,65.8147558752034,Denver
2023-04-25,1252,Edibles,5,62.695884727679555,Boulder
2023-04-26,1691,Topicals,46,105.04398099590236,Fort Collins
2023-04-27,1718,Edibles,26,40.514597821633316,Colorado Springs
2023-04-28,1302,Vape,21,74.7302304792123,Boulder
2023-04-29,1638,Concentrates,45,71.55606219491892,Boulder
2023-04-30,1055,Vape,26,121.55523230099817,Denver
2023-05-01,1725,Flower,38,22.669637068974673,Fort Collins
2023-05-02,1525,Concentrates,44,167.63704925036808,Colorado Springs
2023-05-03,1473,Vape,26,116.8518922730364,Denver
2023-05-04,1027,Topicals,8,137.4570693474277,Denver
2023-05-05,1982,Concentrates,5,143.58784171429224,Colorado Springs
2023-05-06,1077,Concentrates,15,65.38198600008192,Fort Collins
2023-05-07,1215,Edibles,16,99.37059780312464,Colorado Springs
2023-05-08,1385,Topicals,1,191.68673161523677,Denver
2023-05-09,1364,Flower,16,155.67399521939484,Denver
2023-05-10,1665,Vape,37,194.2158062924052,Boulder
2023-05-11,1525,Edibles,3,151.78832557779478,Colorado Springs
2023-05-12,1698,Vape,47,43.364026544618305,Colorado Springs
2023-05-13,1311,Flower,31,22.261817930488483,Colorado Springs
2023-05-14,1882,Flower,13,119.7556729767361,Denver
2023-05-15,1006,Concentrates,16,77.98452314349582,Fort Collins
2023-05-16,1002,Flower,43,62.337002926252346,Denver
2023-05-17,1622,Vape,21,163.37008932082932,Boulder
2023-05-18,1918,Topicals,2,79.72872074557,Denver
2023-05-19,1749,Topicals,27,70.23018424951775,Denver
2023-05-20,1362,Concentrates,38,171.497642702112,Denver
2023-05-21,1750,Vape,26,170.79459393242743,Boulder
2023-05-22,1507,Vape,38,77.70966117346076,Colorado Springs
2023-05-23,1273,Flower,46,168.17475318733358,Fort Collins
2023-05-24,1505,Vape,25,171.6479131632055,Fort Collins
2023-05-25,1805,Edibles,11,90.54680165563659,Boulder
2023-05-26,1738,Flower,8,22.629894739742596,Colorado Springs
2023-05-27,1882,Edibles,8,10.30108244860462,Colorado Springs
2023-05-28,1014,Concentrates,33,109.42556794890905,Boulder
2023-05-29,1191,Topicals,7,75.37434374036758,Denver
2023-05-30,1984,Concentrates,38,199.45505989008953,Colorado Springs
2023-05-31,1630,Topicals,21,156.758089929184,Fort Collins
2023-06-01,1484,Concentrates,8,154.64233670657836,Boulder
2023-06-02,1027,Vape,21,191.4961259745953,Fort Collins
2023-06-03,1713,Edibles,20,178.66763559973094,Denver
2023-06-04,1038,Topicals,8,70.45562109671386,Boulder
2023-06-05,1952,Flower,46,41.53757210473651,Fort Collins
2023-06-06,1272,Edibles,31,151.71953036244162,Fort Collins
2023-06-07,1230,Flower,29,81.87203979974588,Denver
2023-06-08,1085,Edibles,48,99.90280380988173,Boulder
2023-06-09,1473,Edibles,9,129.7755689422171,Colorado Springs
2023-06-10,1125,Concentrates,15,182.49580861769573,Colorado Springs
2023-06-11,1811,Topicals,30,89.62667319748353,Fort Collins
2023-06-12,1536,Topicals,26,158.83020914167867,Denver
2023-06-13,1144,Edibles,10,60.98456034218492,Fort Collins
2023-06-14,1524,Vape,29,142.61464027548658,Denver
2023-06-15,1211,Vape,16,10.300090004803256,Colorado Springs
2023-06-16,1024,Flower,36,175.5863705632206,Fort Collins
2023-06-17,1579,Flower,20,15.772120191347874,Fort Collins
2023-06-18,1393,Concentrates,45,145.423213404891,Denver
2023-06-19,1066,Edibles,37,18.78905595964394,Boulder
2023-06-20,1232,Flower,22,60.58668288486066,Denver
2023-06-21,1108,Flower,7,104.46845667574509,Boulder
2023-06-22,1145,Edibles,23,89.78835021616526,Colorado Springs
2023-06-23,1110,Concentrates,41,46.44886177419201,Fort Collins
2023-06-24,1227,Flower,40,73.4248332247551,Fort Collins
2023-06-25,1110,Concentrates,29,148.26421031158375,Denver
2023-06-26,1469,Topicals,16,137.15884759013318,Denver
2023-06-27,1033,Concentrates,38,23.644770915143983,Colorado Springs
2023-06-28,1622,Vape,28,151.9900068588484,Colorado Springs
2023-06-29,1775,Vape,48,20.078717427435386,Boulder
2023-06-30,1935,Concentrates,38,113.15601392895904,Colorado Springs
2023-07-01,1368,Vape,31,59.41192212801622,Colorado Springs
2023-07-02,1747,Topicals,14,121.66112423636558,Colorado Springs
2023-07-03,1594,Edibles,33,59.652395228771354,Colorado Springs
2023-07-04,1553,Vape,9,197.1420142289079,Boulder
2023-07-05,1424,Vape,27,68.84835490823104,Colorado Springs
2023-07-06,1612,Concentrates,24,55.97252077815424,Boulder
2023-07-07,1517,Topicals,13,62.90840527391574,Denver
2023-07-08,1691,Edibles,26,180.32984287926612,Fort Collins
2023-07-09,1281,Concentrates,29,130.88157744717552,Denver
2023-07-10,1319,Concentrates,49,148.82997850994752,Colorado Springs
2023-07-11,1737,Topicals,43,184.42199691792658,Fort Collins
2023-07-12,1442,Edibles,28,183.25577212055143,Colorado Springs
2023-07-13,1951,Topicals,28,150.39971084995824,Colorado Springs
2023-07-14,1314,Edibles,8,47.58664147985135,Denver
2023-07-15,1876,Topicals,23,170.24093092825103,Colorado Springs
2023-07-16,1965,Concentrates,29,48.7174464963021,Denver
2023-07-17,1740,Concentrates,5,151.15077467870208,Colorado Springs
2023-07-18,1376,Flower,42,140.26458264352613,Boulder
2023-07-19,1288,Vape,7,154.18888152668487,Fort Collins
2023-07-20,1436,Topicals,42,111.21027933562499,Denver
2023-07-21,1661,Flower,36,131.35797462735172,Denver
2023-07-22,1276,Vape,41,191.1308152825085,Fort Collins
2023-07-23,1709,Topicals,27,29.20683289310083,Denver
2023-07-24,1581,Edibles,46,68.6809822085078,Fort Collins
2023-07-25,1502,Vape,2,126.15783248869266,Boulder
2023-07-26,1623,Concentrates,25,193.17028472498296,Colorado Springs
2023-07-27,1515,Flower,9,28.159145055894218,Boulder
2023-07-28,1349,Vape,27,14.284352090716421,Colorado Springs
2023-07-29,1842,Vape,1,20.592423709362322,Fort Collins
2023-07-30,1445,Concentrates,23,19.957080427627773,Boulder
2023-07-31,1829,Topicals,10,182.48501297770682,Colorado Springs
2023-08-01,1349,Edibles,42,147.0390025074267,Fort Collins
2023-08-02,1606,Concentrates,25,138.65020957729288,Colorado Springs
2023-08-03,1663,Edibles,3,109.2888358497438,Denver
2023-08-04,1822,Topicals,6,158.57099722470886,Denver
2023-08-05,1136,Vape,6,39.57311862470225,Fort Collins
2023-08-06,1758,Edibles,2,84.4688260598031,Colorado Springs
2023-08-07,1898,Flower,18,103.10080764522526,Denver
2023-08-08,1242,Flower,23,30.977804558577986,Boulder
2023-08-09,1542,Concentrates,2,89.70760477412823,Colorado Springs
2023-08-10,1039,Topicals,12,70.13533805989786,Colorado Springs
